"Word","Length","Log_Freq_HAL"
"cleric","6","6.80"
"clerical","8","6.57"
"clerk","5","7.91"
"clerks","6","6.80"
"Cleveland","9","9.05"
"clever","6","8.94"
"cleverly","8","6.82"
"cliche","6","7.23"
"cliches","7","6.50"
"click","5","9.91"
"clicked","7","7.45"
"clicking","8","8.22"
"clicks","6","7.36"
"client","6","11.13"
"clientele","9","6.62"
"clients","7","10.43"
"client's","8","7.69"
"cliff","5","8.54"
"cliffs","6","7.25"
"climate","7","8.84"
"climates","8","6.61"
"climax","6","7.81"
"climb","5","8.72"
"climbed","7","7.75"
"climbing","8","8.68"
"climbs","6","7.15"
"cling","5","7.11"
"clinging","8","6.79"
"clinic","6","8.41"
"clinical","8","9.10"
"clinically","10","6.21"
"clinics","7","7.67"
"Clinton","7","10.48"
"clip","4","8.89"
"clipboard","9","7.59"
"clipped","7","7.46"
"clipper","7","8.32"
"clippers","8","6.48"
"clippings","9","6.38"
"clips","5","8.56"
"clique","6","6.47"
"clitoris","8","7.57"
"cloak","5","8.29"
"clobber","7","6.04"
"clock","5","10.11"
"clocked","7","6.55"
"clocks","6","8.19"
"clockwise","9","6.86"
"clockwork","9","8.65"
"clog","4","6.73"
"clogged","7","6.48"
"clogging","8","6.45"
"clone","5","11.05"
"close","5","11.35"
"closed","6","10.23"
"closely","7","9.54"
"closeness","9","6.45"
"closer","6","9.83"
"closes","6","7.91"
"closest","7","8.98"
"closet","6","8.57"
"closets","7","6.13"
"closing","7","9.34"
"closure","7","7.53"
"cloth","5","9.32"
"clothed","7","6.82"
"clothes","7","9.57"
"clothing","8","9.21"
"cloud","5","8.75"
"clouded","7","6.07"
"clouds","6","8.34"
"cloudy","6","6.95"
"clout","5","6.67"
"clove","5","6.24"
"clover","6","6.54"
"cloves","6","6.83"
"clown","5","7.92"
"clowns","6","7.03"
"club","4","11.06"
"clubhouse","9","6.09"
"clubs","5","9.61"
"club's","6","6.63"
"clue","4","9.79"
"clueless","8","8.56"
"clues","5","8.47"
"clump","5","6.12"
"clumsy","6","7.23"
"clung","5","6.17"
"cluster","7","8.86"
"clustered","9","6.30"
"clustering","10","6.14"
"clusters","8","7.93"
"clutch","6","7.91"
"clutches","8","6.29"
"clutching","9","6.49"
"clutter","7","7.27"
"cluttered","9","6.18"
"Clyde","5","7.39"
"coach","5","9.08"
"coaches","7","7.83"
"coaching","8","7.58"
"coal","4","8.48"
"coalition","9","8.87"
"coarse","6","7.17"
"coast","5","10.01"
"coastal","7","7.65"
"coaster","7","7.37"
"coastline","9","6.18"
"coasts","6","6.07"
"coat","4","9.24"
"coated","6","7.59"
"coating","7","7.64"
"coatings","8","6.44"
"coats","5","7.72"
"coax","4","7.64"
"coaxial","7","6.38"
"cob","3","6.13"
"cobalt","6","6.06"
"cobra","5","8.16"
"coca","4","7.37"
"cocaine","7","8.50"
"cock","4","10.06"
"cocked","6","6.25"
"cocker","6","6.81"
"cockpit","7","7.75"
"cocktail","8","7.31"
"cocky","5","6.88"
"cocoa","5","7.28"
"coconut","7","7.25"
"cocoon","6","7.63"
"cod","3","9.34"
"coda","4","6.33"
"code","4","11.91"
"coded","5","8.12"
"codes","5","9.78"
"codex","5","6.63"
"codified","8","6.09"
"coding","6","9.04"
"coefficient","11","6.92"
"coefficients","12","6.74"
"coerce","6","6.30"
"coerced","7","6.97"
"coercion","8","7.71"
"coercive","8","6.89"
"coexist","7","7.26"
"coffee","6","9.82"
"coffin","6","8.19"
"cog","3","6.68"
"cogent","6","6.54"
"cognition","9","6.66"
"cognitive","9","8.34"
"cogs","4","6.11"
"Chicago's","9","6.51"
"chick","5","8.06"
"chicken","7","9.35"
"chickens","8","7.46"
"chicks","6","6.99"
"chief","5","9.85"
"chiefly","7","6.39"
"chiefs","6","7.32"
"Chihuahua","9","6.43"
"child","5","11.08"
"childbirth","10","6.99"
"childhood","9","8.62"
"childish","8","7.97"
"children","8","11.47"
"children's","10","8.91"
"child's","7","8.30"
"Chile","5","8.28"
"chili","5","7.49"
"chill","5","8.18"
"chilled","7","6.50"
"chilling","8","7.18"
"chills","6","6.56"
"chilly","6","6.45"
"chime","5","6.98"
"Chimera","7","6.16"
"chimes","6","6.34"
"chimney","7","6.28"
"chin","4","8.47"
"China","5","10.42"
"China's","7","7.86"
"Chinatown","9","6.31"
"Chinese","7","10.53"
"chip","4","10.48"
"chipped","7","7.23"
"chipper","7","6.18"
"chipping","8","6.51"
"chips","5","9.93"
"chisel","6","7.90"
"chivalry","8","6.11"
"chloride","8","6.81"
"chlorine","8","7.65"
"chock","5","6.21"
"chocolate","9","9.16"
"choice","6","11.09"
"choices","7","9.51"
"choir","5","7.66"
"choke","5","7.99"
"choked","6","6.96"
"choking","7","6.97"
"cholesterol","11","7.40"
"choose","6","10.81"
"chooses","7","8.22"
"choosing","8","8.86"
"chop","4","7.75"
"chopped","7","8.20"
"chopper","7","6.74"
"chopping","8","6.59"
"choppy","6","6.50"
"chops","5","6.79"
"choral","6","6.63"
"chord","5","8.35"
"chords","6","8.38"
"chore","5","6.36"
"chores","6","6.83"
"choreography","12","6.23"
"chorus","6","8.70"
"chose","5","9.52"
"chosen","6","9.61"
"chow","4","8.11"
"Christ","6","9.91"
"chronic","7","8.46"
"chronically","11","6.05"
"chronicle","9","7.66"
"Christian","9","10.69"
"Christianity","12","9.31"
"Christians","10","9.73"
"Christine","9","8.34"
"Christmas","9","9.45"
"Christopher","11","10.02"
"Christ's","8","7.26"
"chromatic","9","6.82"
"chrome","6","7.94"
"chromium","8","8.40"
"chromosome","10","7.83"
"chronicles","10","8.32"
"chronological","13","6.97"
"chronology","10","7.31"
"chrysalis","9","6.34"
"Chrysler","8","8.29"
"chubby","6","6.24"
"chuck","5","9.44"
"chuckle","7","7.36"
"chuckled","8","6.69"
"chunk","5","8.35"
"chunks","6","8.08"
"chunky","6","7.15"
"church","6","10.80"
"churches","8","8.68"
"Churchill","9","7.60"
"church's","8","7.26"
"churning","8","6.10"
"chute","5","7.01"
"ciao","4","7.68"
"cider","5","6.50"
"cigar","5","7.12"
"cigarette","9","7.97"
"cigarettes","10","7.79"
"cigars","6","6.10"
"cinder","6","6.17"
"cinema","6","8.08"
"Cincinnati","10","8.47"
"Cinderella","10","6.89"
"cinematic","9","6.28"
"cinnamon","8","7.22"
"cipher","6","7.19"
"cinematography","14","6.05"
"ciphers","7","6.45"
"circa","5","8.05"
"circle","6","9.90"
"circled","7","6.28"
"circles","7","8.81"
"circling","8","6.50"
"circuit","7","9.77"
"circuitry","9","7.62"
"circuits","8","8.53"
"circular","8","8.52"
"circulate","9","6.68"
"circulated","10","7.26"
"circulating","11","7.20"
"circulation","11","8.45"
"circumcision","12","8.28"
"circumference","13","6.52"
"circus","6","8.14"
"cirrus","6","8.29"
"circumstance","12","7.40"
"circumstances","13","9.61"
"circumstantial","14","6.22"
"circumvent","10","6.69"
"citadel","7","7.92"
"citation","8","7.79"
"citations","9","7.76"
"cite","4","8.72"
"cited","5","8.89"
"cites","5","7.68"
"cities","6","9.79"
"citing","6","7.69"
"citizen","7","9.80"
"citizenry","9","7.09"
"citizens","8","10.18"
"citizen's","9","6.56"
"citizenship","11","9.14"
"citron","6","7.52"
"citrus","6","6.73"
"city","4","11.53"
"city's","6","7.35"
"civic","5","8.08"
"civil","5","10.24"
"civilian","8","8.69"
"civilians","9","8.44"
"civility","8","6.51"
"civilization","12","9.07"
"civilizations","13","7.40"
"civilized","9","8.30"
"clad","4","6.78"
"claim","5","10.94"
"claimed","7","9.84"
"claiming","8","9.36"
"claims","6","10.43"
"Clair","5","6.50"
"Claire","6","7.73"
"clam","4","6.64"
"clamp","5","7.38"
"clamped","7","6.54"
"clamping","8","6.09"
"clamps","6","6.76"
"clams","5","6.51"
"clan","4","8.33"
"clandestine","11","6.81"
"clap","4","6.84"
"clapping","8","6.18"
"Clara","5","8.99"
"Clare","5","6.81"
"Clarence","8","7.42"
"clarification","13","7.91"
"clarified","9","7.17"
"clarifies","9","6.12"
"clarify","7","8.66"
"clarifying","10","6.66"
"clarinet","8","7.40"
"cavern","6","6.58"
"caverns","7","7.59"
"caves","5","7.93"
"caviar","6","7.26"
"caving","6","6.12"
"cavity","6","6.99"
"cease","5","8.27"
"ceased","6","7.52"
"ceases","6","7.04"
"Cecil","5","7.49"
"Cecilia","7","6.28"
"cedar","5","8.01"
"ceiling","7","8.52"
"ceilings","8","6.46"
"celebrate","9","8.06"
"celebrates","10","6.18"
"celebrating","11","7.40"
"celebrated","10","7.34"
"celebration","11","7.97"
"celebrations","12","6.54"
"celebrities","11","7.02"
"celebrity","9","7.69"
"celery","6","6.60"
"celestial","9","8.49"
"celibacy","8","6.21"
"cell","4","9.69"
"cellar","6","7.04"
"cello","5","7.28"
"cells","5","10.27"
"cellular","8","8.98"
"centered","8","8.20"
"centering","9","7.17"
"centers","7","9.00"
"center's","8","6.42"
"Celsius","7","6.42"
"Celtic","6","8.45"
"cement","6","7.64"
"cemetery","8","7.30"
"censor","6","8.20"
"censored","8","7.97"
"censors","7","7.23"
"censorship","10","9.34"
"censure","7","6.28"
"census","6","8.25"
"cent","4","8.75"
"centaur","7","6.83"
"center","6","11.38"
"centennial","10","6.73"
"centerline","10","6.26"
"centimeters","11","6.05"
"centipede","9","6.50"
"central","7","10.66"
"centralized","11","7.23"
"centrally","9","6.36"
"cessation","9","6.49"
"cents","5","10.30"
"centuries","9","8.88"
"centurion","9","7.11"
"century","7","10.37"
"ceramic","7","7.49"
"ceramics","8","6.44"
"cereal","6","8.06"
"cereals","7","6.54"
"cerebral","8","6.96"
"ceremonial","10","6.99"
"ceremonies","10","7.42"
"ceremony","8","8.53"
"certain","7","11.31"
"certainly","9","11.19"
"certainty","9","7.98"
"certificate","11","8.83"
"certificates","12","8.13"
"certification","13","8.83"
"certified","9","9.38"
"certify","7","6.74"
"certifying","10","6.66"
"cervix","6","6.29"
"cesspool","8","6.16"
"Chad","4","8.49"
"chagrin","7","6.09"
"chain","5","10.06"
"chains","6","8.85"
"chair","5","9.83"
"chairman","8","9.33"
"chairperson","11","6.59"
"chairs","6","8.04"
"chalice","7","7.62"
"chalk","5","7.42"
"challenge","9","9.94"
"challenged","10","8.51"
"challenger","10","7.20"
"challenges","10","8.57"
"challenging","11","8.89"
"chamber","7","8.81"
"chamberlain","11","7.09"
"chambers","8","8.34"
"chameleon","9","7.56"
"champ","5","7.84"
"champagne","9","7.26"
"champaign","9","7.40"
"champion","8","9.02"
"champions","9","8.42"
"championship","12","8.87"
"championships","13","8.00"
"champs","6","7.34"
"chance","6","10.98"
"chancellor","10","7.68"
"chances","7","9.46"
"change","6","11.96"
"changed","7","10.85"
"changes","7","10.98"
"changing","8","10.30"
"channel","7","10.60"
"channeled","9","6.16"
"channels","8","9.69"
"chant","5","8.55"
"chanted","7","6.28"
"chanting","8","7.19"
"chants","6","6.50"
"chaos","5","9.87"
"chaotic","7","7.60"
"chap","4","7.39"
"chapel","6","7.98"
"chaps","5","6.15"
"chapter","7","10.04"
"chapters","8","8.57"
"char","4","9.90"
"character","9","11.06"
"characteristic","14","8.35"
"characteristics","15","9.34"
"characterization","16","7.90"
"characterizations","17","6.06"
"characterize","12","7.28"
"characterized","13","7.83"
"characterizes","13","6.03"
"characters","10","10.86"
"charcoal","8","6.75"
"charge","6","10.72"
"charged","7","9.46"
"charger","7","7.70"
"charges","7","10.06"
"charging","8","8.55"
"chariot","7","6.78"
"charisma","8","6.61"
"charitable","10","7.52"
"charities","9","6.83"
"charity","7","8.84"
"Charles","7","10.47"
"Charleston","10","7.37"
"Charlie","7","9.11"
"Charlotte","9","8.62"
"charm","5","8.25"
"charming","8","7.89"
"charms","6","6.51"
"chart","5","9.27"
"charter","7","9.37"
"chartered","9","6.67"
"charters","8","7.31"
"charting","8","6.60"
"charts","6","8.85"
"chase","5","9.11"
"chased","6","7.19"
"chases","6","6.29"
"chasing","7","7.97"
"chasm","5","6.96"
"chassis","7","7.93"
"chastity","8","6.38"
"chat","4","9.39"
"chateau","7","6.27"
"Chattanooga","11","6.61"
"chatted","7","6.05"
"chatter","7","6.77"
"chatting","8","7.24"
"cheap","5","10.44"
"cheaper","7","9.74"
"cheaply","7","7.38"
"cheat","5","8.72"
"cheated","7","7.34"
"cheating","8","8.09"
"check","5","12.05"
"checkbook","9","6.12"
"checked","7","10.01"
"checker","7","7.78"
"checking","8","9.71"
"checklist","9","7.53"
"checkout","8","6.88"
"checkpoint","10","6.48"
"checks","6","10.20"
"cheddar","7","6.06"
"cheek","5","8.18"
"cheeks","6","8.17"
"cheep","5","6.56"
"cheer","5","7.55"
"cheered","7","6.35"
"cheerful","8","6.55"
"cheerfully","10","6.98"
"cheering","8","6.81"
"cheerleaders","12","6.06"
"cheers","6","9.21"
"cheerleader","11","6.27"
"cheese","6","9.07"
"cheesecake","10","6.26"
"cheetah","7","6.17"
"chef","4","7.26"
"chemical","8","9.64"
"chemically","10","6.69"
"chemicals","9","8.70"
"chemist","7","7.48"
"chemistry","9","9.45"
"chemists","8","6.56"
"chemotherapy","12","6.63"
"cherish","7","6.49"
"cherished","9","6.55"
"Cherokee","8","7.43"
"cherries","8","6.10"
"cherry","6","8.38"
"Chesapeake","10","7.11"
"Cheshire","8","7.12"
"chess","5","9.33"
"chest","5","9.47"
"chestnut","8","6.96"
"chests","6","6.27"
"Chevrolet","9","7.23"
"chevron","7","6.17"
"Chevy","5","8.28"
"chew","4","7.96"
"chewed","6","6.69"
"chewing","7","7.53"
"Cheyenne","8","6.87"
"chi","3","9.49"
"chic","4","6.28"
"Chicago","7","10.50"
"canyon","6","8.35"
"cap","3","9.54"
"capabilities","12","9.52"
"capability","10","9.49"
"capable","7","9.98"
"capacitance","11","6.41"
"capacities","10","7.05"
"capacitor","9","7.43"
"capacitors","10","7.05"
"capacity","8","9.69"
"cape","4","8.60"
"caper","5","6.12"
"capita","6","7.36"
"capital","7","10.11"
"capitalism","10","8.57"
"capitalist","10","8.10"
"capitalists","11","7.13"
"capitalization","14","6.76"
"capitalize","10","6.84"
"capitals","8","7.17"
"Capitol","7","8.54"
"capped","6","6.18"
"Capricorn","9","6.13"
"caps","4","8.79"
"capsule","7","7.77"
"capsules","8","6.85"
"captain","7","9.96"
"captains","8","7.17"
"captain's","9","7.07"
"caption","7","7.40"
"captions","8","6.06"
"carbide","7","6.20"
"captive","7","7.67"
"captives","8","6.10"
"captivity","9","6.75"
"capture","7","9.22"
"captured","8","8.64"
"captures","8","7.13"
"capturing","9","7.33"
"car","3","11.37"
"Caracas","7","6.61"
"caravan","7","7.52"
"carbohydrate","12","6.56"
"carbon","6","8.71"
"carbonate","9","6.64"
"carcass","7","6.22"
"card","4","12.31"
"cardboard","9","8.12"
"cardiac","7","7.04"
"cardinal","8","7.74"
"cardinals","9","6.75"
"cards","5","12.37"
"cardiovascular","14","6.63"
"care","4","11.56"
"cared","5","8.10"
"career","6","10.17"
"careers","7","8.13"
"careful","7","9.95"
"carefully","9","9.93"
"careless","8","7.05"
"carnage","7","7.34"
"carnal","6","6.18"
"cares","5","9.35"
"caress","6","7.03"
"caressed","8","6.73"
"caressing","9","6.85"
"caretaker","9","8.01"
"cargo","5","8.24"
"Caribbean","9","8.24"
"caribou","7","6.81"
"caring","6","8.50"
"Carl","4","9.65"
"Carmen","6","7.35"
"Carnegie","8","8.11"
"carney","6","6.08"
"carnival","8","7.56"
"carnivorous","11","7.13"
"carol","5","8.79"
"Caroline","8","7.35"
"carousel","8","6.32"
"carp","4","6.48"
"carpal","6","6.17"
"carpenter","9","7.76"
"carpet","6","9.14"
"carpeting","9","6.35"
"carpets","7","6.59"
"carriage","8","7.85"
"carried","7","9.80"
"carrier","7","9.58"
"carriers","8","8.83"
"carries","7","9.12"
"carrion","7","8.09"
"carrot","6","7.27"
"carrots","7","7.20"
"carry","5","10.51"
"carrying","8","9.60"
"cars","4","10.35"
"car's","5","6.94"
"cart","4","8.69"
"carte","5","6.27"
"cartel","6","6.58"
"Carter","6","9.15"
"Cartesian","9","6.09"
"cartilage","9","6.46"
"carton","6","6.51"
"cartoon","7","8.73"
"cartoons","8","8.10"
"cartridge","9","8.94"
"cartridges","10","8.57"
"carts","5","8.12"
"carve","5","6.76"
"carved","6","7.15"
"carver","6","6.79"
"carving","7","6.91"
"cascade","7","7.48"
"cascades","8","6.22"
"case","4","12.20"
"cases","5","10.94"
"cash","4","10.58"
"cashed","6","6.34"
"cashier","7","6.65"
"casing","6","6.87"
"casino","6","8.44"
"cassette","8","8.84"
"cast","4","10.10"
"caste","5","7.39"
"caster","6","6.84"
"casting","7","8.82"
"castle","6","9.36"
"castles","7","7.11"
"castor","6","7.54"
"Castro","6","7.86"
"casts","5","7.41"
"casual","6","8.53"
"casually","8","7.30"
"casualties","10","7.56"
"casualty","8","6.68"
"cat","3","10.56"
"catalog","7","10.22"
"catalogs","8","8.85"
"catalyst","8","6.95"
"catalytic","9","6.42"
"catapult","8","8.42"
"catastrophe","11","6.93"
"catastrophic","12","7.01"
"catch","5","10.03"
"catcher","7","7.13"
"catches","7","7.80"
"catching","8","8.26"
"catchy","6","7.27"
"catechism","9","6.03"
"categorical","11","6.17"
"categorically","13","6.46"
"categories","10","9.22"
"categorize","10","6.48"
"categorized","11","6.65"
"category","8","9.74"
"cater","5","7.23"
"catering","8","6.91"
"caterpillar","11","6.02"
"catfish","7","6.99"
"cathedral","9","8.03"
"Catherine","9","8.19"
"cathode","7","6.51"
"Catholic","8","9.41"
"Catholicism","11","6.82"
"Catholics","9","8.02"
"Cathy","5","7.93"
"cats","4","9.78"
"cat's","5","7.68"
"cattle","6","8.25"
"Caucasian","9","9.20"
"Caucasus","8","6.58"
"caucus","6","7.18"
"caught","6","10.03"
"cauldron","8","6.93"
"causal","6","7.30"
"causality","9","7.30"
"causation","9","6.51"
"cause","5","11.29"
"caused","6","10.32"
"causes","6","10.10"
"causing","7","9.66"
"caustic","7","6.26"
"caution","7","8.38"
"cautioned","9","6.02"
"cautious","8","7.58"
"cautiously","10","6.51"
"cavalier","8","7.31"
"cavalry","7","8.20"
"cave","4","8.92"
"caveat","6","7.55"
"burns","5","8.81"
"burnt","5","7.80"
"burp","4","6.14"
"burr","4","6.85"
"burrowing","9","7.84"
"burrows","7","6.37"
"burst","5","8.76"
"bursting","8","6.84"
"bursts","6","7.09"
"Burt","4","7.40"
"bury","4","7.79"
"bus","3","10.49"
"buses","5","7.85"
"bush","4","9.30"
"bushes","6","7.12"
"bushy","5","6.12"
"business","8","11.96"
"businesses","10","9.55"
"businessman","11","7.26"
"businessmen","11","7.46"
"busses","6","6.89"
"bust","4","8.03"
"busted","6","7.45"
"buster","6","7.80"
"busy","4","9.88"
"but","3","14.57"
"butch","5","7.36"
"butcher","7","7.52"
"butchered","9","6.41"
"butler","6","8.20"
"butt","4","9.24"
"butter","6","8.83"
"butterflies","11","6.51"
"butterfly","9","7.49"
"buttocks","8","7.78"
"button","6","10.32"
"buttons","7","9.36"
"butts","5","7.45"
"buy","3","11.78"
"buyer","5","9.79"
"buyers","6","8.86"
"buying","6","10.48"
"buys","4","8.32"
"buzz","4","8.23"
"buzzer","6","6.13"
"buzzing","7","6.85"
"by","2","14.40"
"bye","3","9.10"
"bypass","6","7.91"
"bypassed","8","6.45"
"Byron","5","7.79"
"Byzantine","9","6.79"
"Byzantium","9","6.14"
"cab","3","8.13"
"cabaret","7","6.53"
"cabbage","7","7.02"
"cabin","5","8.05"
"cabinet","7","8.77"
"cabinets","8","7.11"
"cabins","6","6.67"
"cable","5","10.64"
"cables","6","9.12"
"cabs","4","6.36"
"cache","5","10.26"
"cactus","6","7.10"
"cad","3","9.00"
"caddy","5","6.49"
"cadence","7","7.17"
"cadet","5","6.92"
"Cadillac","8","6.87"
"cadre","5","6.44"
"Caesar","6","7.24"
"cafe","4","8.40"
"cafeteria","9","6.78"
"caffeine","8","8.08"
"cage","4","9.05"
"cages","5","7.16"
"Cain","4","7.66"
"Cairo","5","8.61"
"cake","4","8.74"
"cakes","5","7.20"
"calcium","7","8.06"
"calculate","9","8.65"
"calculators","11","6.94"
"calculus","8","7.64"
"Calcutta","8","7.11"
"calculated","10","8.39"
"calculating","11","7.52"
"calculation","11","8.27"
"calculations","12","8.63"
"calculator","10","8.26"
"calendar","8","9.15"
"calendars","9","7.15"
"calf","4","7.30"
"caliber","7","7.66"
"calibrate","9","6.11"
"calibrated","10","6.54"
"calibration","11","7.87"
"calico","6","6.28"
"California","10","11.16"
"Californians","12","6.19"
"California's","12","6.78"
"call","4","12.40"
"called","6","12.14"
"caller","6","8.47"
"callers","7","7.93"
"calling","7","10.55"
"callous","7","6.54"
"calls","5","10.74"
"calm","4","8.75"
"calmed","6","6.38"
"calming","7","6.23"
"calmly","6","7.09"
"calorie","7","6.12"
"calories","8","7.86"
"Calvary","7","6.46"
"calves","6","6.88"
"Calvin","6","8.36"
"cam","3","8.25"
"camber","6","6.28"
"Cambodia","8","7.50"
"Cambodian","9","6.65"
"Cambridge","9","9.63"
"came","4","11.65"
"camel","5","8.12"
"Camelot","7","7.04"
"camels","6","6.20"
"cameo","5","6.99"
"camera","6","9.82"
"cameras","7","8.56"
"camouflage","10","7.81"
"camp","4","9.68"
"campaign","8","10.09"
"campaigning","11","6.95"
"campaigns","9","8.09"
"camped","6","6.04"
"camper","6","6.92"
"campers","7","6.13"
"campfire","8","6.20"
"campground","10","6.27"
"camping","7","8.34"
"camps","5","8.73"
"campsite","8","6.03"
"campus","6","9.54"
"campuses","8","7.23"
"cams","4","6.16"
"can","3","14.30"
"Canada","6","11.34"
"Canada's","8","7.80"
"Canadian","8","10.34"
"Canadians","9","8.20"
"canal","5","7.93"
"canals","6","6.14"
"canary","6","6.58"
"cancel","6","9.94"
"cancelled","9","10.22"
"cancelling","10","8.11"
"cancels","7","7.81"
"cancer","6","9.81"
"cancellation","12","7.82"
"cancers","7","6.70"
"candelabra","10","7.86"
"candid","6","6.47"
"candidacy","9","6.50"
"candidate","9","10.03"
"candidates","10","10.17"
"candle","6","7.91"
"candles","7","7.44"
"cannonball","10","6.16"
"cannot","6","11.59"
"canoe","5","7.45"
"candy","5","8.49"
"cane","4","8.60"
"canine","6","7.53"
"canister","8","6.25"
"cannabis","8","8.09"
"canned","6","7.79"
"cannibal","8","6.13"
"canning","7","6.30"
"cannon","6","8.93"
"canon","5","8.79"
"canopy","6","7.26"
"cans","4","7.92"
"can't","5","12.53"
"canter","6","7.48"
"Canterbury","10","7.08"
"Cantonese","9","7.39"
"canvas","6","7.96"
"briefcase","9","6.63"
"briefed","7","6.32"
"briefing","8","7.57"
"briefly","7","8.78"
"briefs","6","7.16"
"brig","4","6.61"
"brigade","7","8.34"
"brigades","8","6.14"
"bright","6","9.53"
"brighter","8","7.39"
"brightest","9","6.93"
"brightly","8","6.79"
"brightness","10","7.63"
"brilliance","10","6.93"
"brilliant","9","8.95"
"brilliantly","11","6.37"
"brimstone","9","7.59"
"brindle","7","6.65"
"brine","5","7.80"
"bring","5","10.94"
"bringing","8","9.49"
"brings","6","9.44"
"brink","5","7.16"
"Brisbane","8","7.61"
"Bristol","7","8.17"
"Britain","7","9.49"
"Britain's","9","6.82"
"British","7","10.56"
"brittle","7","6.60"
"broad","5","9.44"
"broadcast","9","9.67"
"broadcaster","11","6.68"
"broadcasters","12","6.93"
"broadcasting","12","8.84"
"broadcasts","10","8.03"
"broaden","7","6.73"
"broader","7","8.01"
"broadest","8","6.68"
"broadly","7","7.23"
"Broadway","8","8.76"
"broccoli","8","6.82"
"brochure","8","8.44"
"brochures","9","7.67"
"broke","5","9.55"
"broken","6","10.15"
"broker","6","8.44"
"brokerage","9","7.70"
"brokers","7","7.75"
"bronco","6","7.27"
"broncos","7","6.20"
"Bronx","5","7.04"
"bronze","6","8.57"
"brood","5","6.54"
"brook","5","7.93"
"Brooklyn","8","8.35"
"brooks","6","8.84"
"broom","5","6.40"
"broth","5","6.64"
"brother","7","10.07"
"brotherhood","11","7.20"
"brothers","8","9.80"
"brother's","9","7.65"
"brought","7","10.59"
"brow","4","6.69"
"brown","5","10.65"
"brownie","7","7.46"
"browning","8","7.31"
"brown's","7","6.91"
"browse","6","8.86"
"browsing","8","8.16"
"Bruce","5","10.16"
"bruise","6","6.12"
"bruised","7","6.57"
"bruises","7","6.70"
"brunette","8","6.86"
"brunt","5","6.29"
"brush","5","8.65"
"brushed","7","7.35"
"brushes","7","6.96"
"brushing","8","7.32"
"Brussels","8","7.90"
"brutal","6","8.08"
"brutality","9","6.95"
"brute","5","7.94"
"bubble","6","8.68"
"bubbles","7","7.63"
"bubbling","8","6.34"
"Buchanan","8","8.33"
"Bucharest","9","6.71"
"buck","4","8.82"
"bucked","6","6.07"
"bucket","6","8.11"
"buckets","7","6.60"
"bucking","7","6.34"
"buckle","6","7.11"
"buckles","7","6.80"
"bucks","5","9.32"
"bud","3","8.57"
"Budapest","8","7.72"
"Buddha","6","7.84"
"Buddhism","8","8.00"
"Buddhist","8","8.05"
"Buddhists","9","7.04"
"buddies","7","7.78"
"budding","7","6.57"
"buddy","5","9.03"
"budge","5","6.23"
"budget","6","10.31"
"budgetary","9","6.44"
"budgeting","9","6.87"
"budgets","7","7.96"
"buds","4","7.14"
"buff","4","7.44"
"buffalo","7","9.03"
"buffer","6","9.55"
"buffered","8","7.10"
"buffet","6","7.10"
"buffs","5","6.76"
"bug","3","10.38"
"bugged","6","6.71"
"bugger","6","7.05"
"buggers","7","6.27"
"bugging","7","6.81"
"buggy","5","8.40"
"bugle","5","6.08"
"bugs","4","9.82"
"Buick","5","7.45"
"build","5","10.77"
"builder","7","8.27"
"builders","8","7.60"
"building","8","10.79"
"buildings","9","8.85"
"builds","6","8.23"
"buildup","7","6.94"
"built","5","10.59"
"bulb","4","8.09"
"bulbs","5","7.66"
"Bulgaria","8","8.25"
"Bulgarian","9","7.94"
"bulge","5","7.14"
"bulging","7","6.40"
"bulk","4","8.86"
"bulky","5","6.79"
"bull","4","9.02"
"bulldog","7","7.56"
"bullet","6","9.03"
"bulletin","8","9.56"
"bulletins","9","7.38"
"bullets","7","8.51"
"bullfrog","8","6.27"
"bullies","7","6.03"
"bullish","7","6.38"
"bullock","7","6.94"
"bulls","5","7.84"
"bully","5","7.23"
"bullying","8","6.02"
"bum","3","7.44"
"bummer","6","7.07"
"bump","4","7.89"
"bumped","6","7.66"
"bumper","6","7.81"
"bumpers","7","6.56"
"bumping","7","6.76"
"bumps","5","7.48"
"bumpy","5","6.21"
"bums","4","6.65"
"bun","3","6.79"
"bunch","5","10.32"
"bundle","6","8.16"
"bundled","7","8.13"
"bundles","7","6.85"
"bundling","8","6.11"
"bunk","4","6.98"
"bunker","6","6.80"
"bunny","5","8.58"
"buns","4","6.92"
"Burbank","7","6.84"
"burden","6","8.97"
"burdened","8","6.16"
"burdens","7","6.50"
"bureau","6","8.97"
"bureaucracies","13","6.05"
"bureaucrats","11","7.40"
"bureaus","7","6.80"
"bureaucracy","11","7.69"
"bureaucrat","10","6.14"
"bureaucratic","12","6.96"
"burger","6","7.80"
"burglar","7","6.49"
"burglary","8","6.79"
"burial","6","7.00"
"buried","6","8.84"
"Burma","5","7.61"
"Burmese","7","7.19"
"burn","4","9.43"
"burned","6","8.96"
"burner","6","7.04"
"burning","7","9.20"
"boo","3","7.34"
"boob","4","6.21"
"booby","5","6.24"
"boogie","6","7.15"
"book","4","12.16"
"booked","6","7.48"
"booker","6","6.47"
"booking","7","7.47"
"bookings","8","6.21"
"bookkeeping","11","6.24"
"booklet","7","8.41"
"booklets","8","6.74"
"bookmark","8","7.45"
"books","5","11.62"
"book's","6","6.75"
"bookshelf","9","7.02"
"bookshop","8","6.57"
"boom","4","8.36"
"boomerang","9","7.75"
"booming","7","6.70"
"boon","4","7.73"
